file_name,timestamp,my_ship,ship_id,ship_type,length,width,draft,latitude,longitude,knot,heading,bbox_x,bbox_y,bbox_width,bbox_height
frame_1,2025-09-23 17:01,0,0,Fishing,169,36,4,36.35,127.3844229,97.38437,154,373.0139,328.7104,273.136,146.071
frame_1,2025-09-23 17:01,1,4,Boat,288,34,1,36.35,127.3806901,7.32E-10,44,0,0,0,0
frame_1,2025-09-23 17:01,0,5,Cruise,26,10,4,36.36,127.3813123,94.98213,294,0,225.5429,236.8235,303.1856
frame_2,2025-09-23 17:02,0,1,Boat,217,32,1,36.36,127.3812325,183.5952,319,67.4332,409.5132,118.2162,32.56274
frame_2,2025-09-23 17:02,0,2,Fishing,129,47,3,36.36,127.3790304,101.7701,337,0,342.0616,11.09195,110.7978
frame_2,2025-09-23 17:02,0,3,Boat,219,17,1,36.36,127.3886039,108.3446,35,803.9449,405.2865,79.30286,26.56393
frame_2,2025-09-23 17:02,1,4,Boat,288,34,1,36.35,127.3851351,275.0768,44,0,0,0,0
frame_3,2025-09-23 17:03,0,1,Boat,217,32,1,36.36,127.3796365,135.7448,319,263.6304,402.8459,65.7666,23.44751
frame_3,2025-09-23 17:03,0,2,Fishing,129,47,3,36.36,127.3784062,58.67426,337,155.2348,356.4337,149.1904,72.82813
frame_3,2025-09-23 17:03,0,3,Boat,219,17,1,36.36,127.3825435,143.1806,35,18.59622,412.2261,136.4152,38.18774
frame_3,2025-09-23 17:03,1,4,Boat,288,34,1,36.37,127.3877805,13.05496,44,0,0,0,0
frame_3,2025-09-23 17:03,0,5,Cruise,26,10,4,36.35,127.372086,112.0273,294,0,351.3524,211.2429,62.46661
frame_4,2025-09-23 17:04,0,1,Boat,217,32,1,36.37,127.3819159,223.7999,319,948.9158,410.7629,75.08423,36.87482
frame_4,2025-09-23 17:04,0,2,Fishing,129,47,3,36.36,127.3809407,83.94267,337,0,329.2982,35.38263,144.518
frame_4,2025-09-23 17:04,0,3,Boat,219,17,1,36.36,127.3779189,46.5793,35,171.3029,402.4555,83.88004,23.2467
frame_4,2025-09-23 17:04,1,4,Boat,288,34,1,36.37,127.3874203,164.6441,44,0,0,0,0
frame_5,2025-09-23 17:05,0,1,Boat,217,32,1,36.38,127.3882745,283.3662,319,784.5258,395.3737,48.36096,12.91171
frame_5,2025-09-23 17:05,1,4,Boat,288,34,1,36.37,127.3855578,11.65417,44,0,0,0,0
frame_6,2025-09-23 17:06,0,2,Fishing,129,47,3,36.35,127.3966161,251.9942,337,275.9744,371.1937,63.70657,33.83334
frame_6,2025-09-23 17:06,1,4,Boat,288,34,1,36.37,127.3829874,123.797,44,0,0,0,0
frame_7,2025-09-23 17:07,0,3,Boat,219,17,1,36.35,127.3818071,261.2309,35,813.7161,392.9139,38.91266,10.15152
frame_7,2025-09-23 17:07,1,4,Boat,288,34,1,36.37,127.3839292,94.02906,44,0,0,0,0
frame_8,2025-09-23 17:08,1,4,Boat,288,34,1,36.37,127.3836825,167.3006,44,0,0,0,0
frame_9,2025-09-23 17:09,1,4,Boat,288,34,1,36.36,127.3837063,307.0092,44,0,0,0,0
frame_10,2025-09-23 17:10,1,4,Boat,288,34,1,36.34,127.3899751,671.2441,44,0,0,0,0
