file_name,Timestamp,my_ship,ship_id,ship_type,Length,Width,Draft,Latitude,Longitude,Knot,heading,bbox_x,bbox_y,bbox_width,bbox_height
frame_1,2025-09-23 16:01:01,0,0,Fishing,16,10.000000,3.000000,36.35,127.3907728125,89.64501,102,0,344.4858,117.7283,94.07684
frame_1,2025-09-23 16:01:01,0,1,Fishing,186,21.000000,1.000000,36.35,127.383535409241,91.01213,218,543.2227,355.1848,138.5878,68.60428
frame_1,2025-09-23 16:01:01,1,2,Boat,176,30.000000,1.000000,36.36,127.385716794739,149.9387,203,0,0,0,0
frame_1,2025-09-23 16:01:01,0,3,Boat,122,31.000000,1.000000,36.35,127.380445765686,98.55052,283,873.5704,407.3799,79.17285,19.33035
frame_1,2025-09-23 16:01:01,0,4,Cruise,12,38.000000,1.000000,36.35,127.385326334915,87.8018,289,281.4468,334.7205,423.8815,89.01907
frame_2,2025-09-23 16:02:01,0,0,Fishing,16,10.000000,3.000000,36.35,127.393487682495,99.84495,102,87.6879,363.2478,113.1038,49.40759
frame_2,2025-09-23 16:02:01,1,2,Boat,176,30.000000,1.000000,36.36,127.385875330811,2.641508,203,0,0,0,0
frame_2,2025-09-23 16:02:01,0,4,Cruise,12,38.000000,1.000000,36.35,127.37862819397,177.1951,289,725.9664,327.488,298.0336,102.0839
frame_3,2025-09-23 16:03:01,0,0,Fishing,16,10.000000,3.000000,36.34,127.39158437439,110.4953,102,307.4226,365.9302,70.72031,43.02124
frame_3,2025-09-23 16:03:01,1,2,Boat,176,30.000000,1.000000,36.36,127.386455532837,0.06899355,203,0,0,0,0
frame_4,2025-09-23 16:04:01,1,2,Boat,176,30.000000,1.000000,36.36,127.384760593452,25.59572,203,0,0,0,0
frame_4,2025-09-23 16:04:01,0,3,Boat,122,31.000000,1.000000,36.36,127.372978587646,100.9526,283,926.9751,399.2928,21.02051,13.03842
frame_4,2025-09-23 16:04:01,0,4,Cruise,12,38.000000,1.000000,36.36,127.364563898926,145.4635,289,542.2102,354.8737,77.78351,52.61404
frame_5,2025-09-23 16:05:03,1,2,Boat,176,30.000000,1.000000,36.36,127.381262301331,104.011,203,0,0,0,0
frame_5,2025-09-23 16:05:03,0,4,Cruise,12,38.000000,1.000000,36.36,127.364594415283,131.8469,289,0,339.6779,41.6861,80.06396
frame_5,2025-09-23 16:05:03,0,5,Fishing,51,30.000000,3.000000,36.36,127.377955612183,113.1894,0,464.2796,344.4139,181.1755,94.24802
frame_6,2025-09-23 16:06:04,0,0,Fishing,16,10.000000,3.000000,36.35,127.369843183594,206.3131,102,0,358.629,4.448425,60.40408
frame_6,2025-09-23 16:06:04,1,2,Boat,176,30.000000,1.000000,36.36,127.380633067322,59.06323,203,0,0,0,0
frame_6,2025-09-23 16:06:04,0,5,Fishing,51,30.000000,3.000000,36.36,127.372608812256,182.4033,0,505.6961,346.6836,167.3939,88.84421
frame_7,2025-09-23 16:07:04,1,2,Boat,176,30.000000,1.000000,36.36,127.37671168457,211.8966,203,0,0,0,0
frame_7,2025-09-23 16:07:04,0,5,Fishing,51,30.000000,3.000000,36.35,127.369422792969,218.8885,0,622.7665,357.541,129.5797,62.99469
frame_8,2025-09-23 16:08:04,1,2,Boat,176,30.000000,1.000000,36.34,127.370928371582,678.7843,203,0,0,0,0
frame_8,2025-09-23 16:08:04,0,5,Fishing,51,30.000000,3.000000,36.34,127.370805748291,228.7822,0,340.1103,282.5469,407.0995,241.5431
frame_9,2025-09-23 16:09:05,1,2,Boat,176,30.000000,1.000000,36.34,127.373163505859,217.1657,203,0,0,0,0
frame_10,2025-09-23 16:10:05,1,2,Boat,176,30.000000,1.000000,36.35,127.374855783691,427.5146,203,0,0,0,0
